car,455,220,15.238095238095237,#ff0000
car,457,218,15.238095238095237,#ff0000
car,457,218,15.238095238095237,#ff0000
car,457,217,15.238095238095237,#ff0000
car,458,217,15.238095238095237,#ff0000
car,459,216,15.238095238095237,#ff0000
car,460,215,15.238095238095237,#ff0000
car,461,215,15.238095238095237,#ff0000
car,462,214,15.238095238095237,#ff0000
car,464,214,15.238095238095237,#ff0000
car,464,214,15.238095238095237,#ff0000
car,465,213,15.238095238095237,#ff0000
car,466,213,15.238095238095237,#ff0000
car,467,212,15.238095238095237,#ff0000
car,467,212,15.238095238095237,#ff0000
car,468,212,15.238095238095237,#ff0000
car,469,212,15.238095238095237,#ff0000
car,470,212,15.238095238095237,#ff0000
car,470,212,15.238095238095237,#ff0000
car,471,212,15.238095238095237,#ff0000
car,472,212,15.238095238095237,#ff0000
car,473,212,15.238095238095237,#ff0000
car,473,212,15.238095238095237,#ff0000
car,474,212,15.238095238095237,#ff0000
car,476,213,15.238095238095237,#ff0000
car,476,213,15.238095238095237,#ff0000
car,477,213,15.238095238095237,#ff0000
car,478,214,15.238095238095237,#ff0000
car,479,214,15.238095238095237,#ff0000
car,480,214,15.238095238095237,#ff0000
car,480,214,15.238095238095237,#ff0000
car,481,214,15.238095238095237,#ff0000
car,482,214,15.238095238095237,#ff0000
car,483,214,15.238095238095237,#ff0000
car,483,214,15.238095238095237,#ff0000
car,484,214,15.238095238095237,#ff0000
car,485,214,15.238095238095237,#ff0000
car,486,215,15.238095238095237,#ff0000
car,487,215,15.238095238095237,#ff0000
car,488,215,15.238095238095237,#ff0000
car,489,215,15.238095238095237,#ff0000
car,490,215,15.238095238095237,#ff0000
car,491,215,15.238095238095237,#ff0000
car,492,215,15.238095238095237,#ff0000
car,492,215,15.238095238095237,#ff0000
car,493,215,15.238095238095237,#ff0000
car,494,215,15.238095238095237,#ff0000
car,496,215,15.238095238095237,#ff0000
car,497,215,15.238095238095237,#ff0000
car,499,215,15.238095238095237,#ff0000
car,500,215,15.238095238095237,#ff0000
car,502,215,15.238095238095237,#ff0000
car,503,215,15.238095238095237,#ff0000
car,504,215,15.238095238095237,#ff0000
car,505,215,15.238095238095237,#ff0000
car,506,215,15.238095238095237,#ff0000
car,508,215,15.238095238095237,#ff0000
car,508,215,15.238095238095237,#ff0000
car,509,215,15.238095238095237,#ff0000
car,511,215,15.238095238095237,#ff0000
car,512,215,15.238095238095237,#ff0000
car,513,215,15.238095238095237,#ff0000
car,515,215,15.238095238095237,#ff0000
car,516,215,15.238095238095237,#ff0000
car,518,215,15.238095238095237,#ff0000
car,518,215,15.238095238095237,#ff0000
car,520,215,15.238095238095237,#ff0000
car,521,215,15.238095238095237,#ff0000
car,521,215,15.238095238095237,#ff0000
car,522,215,15.238095238095237,#ff0000
car,523,215,15.238095238095237,#ff0000
car,524,215,15.238095238095237,#ff0000
car,525,215,15.238095238095237,#ff0000
car,526,215,15.238095238095237,#ff0000
car,527,215,15.238095238095237,#ff0000
car,528,215,15.238095238095237,#ff0000
car,528,215,15.238095238095237,#ff0000
car,529,215,15.238095238095237,#ff0000
car,530,215,15.238095238095237,#ff0000
car,531,215,15.238095238095237,#ff0000
car,531,215,15.238095238095237,#ff0000
car,532,215,15.238095238095237,#ff0000
car,533,215,15.238095238095237,#ff0000
car,534,215,15.238095238095237,#ff0000
car,535,216,15.238095238095237,#ff0000
car,537,217,15.238095238095237,#ff0000
car,539,217,15.238095238095237,#ff0000
car,540,217,15.238095238095237,#ff0000
car,541,218,15.238095238095237,#ff0000
car,543,218,15.238095238095237,#ff0000
car,544,218,15.238095238095237,#ff0000
car,546,218,15.238095238095237,#ff0000
car,547,218,15.238095238095237,#ff0000
car,549,219,15.238095238095237,#ff0000
car,550,220,15.238095238095237,#ff0000
car,551,220,15.238095238095237,#ff0000
car,553,220,15.238095238095237,#ff0000
car,554,220,15.238095238095237,#ff0000
car,556,220,15.238095238095237,#ff0000
car,556,220,15.238095238095237,#ff0000
car,557,220,15.238095238095237,#ff0000
car,558,220,15.238095238095237,#ff0000
car,560,220,15.238095238095237,#ff0000
car,560,220,15.238095238095237,#ff0000
car,562,221,15.238095238095237,#ff0000
car,563,222,15.238095238095237,#ff0000
car,564,222,15.238095238095237,#ff0000
car,566,222,15.238095238095237,#ff0000
car,567,223,15.238095238095237,#ff0000
car,569,223,15.238095238095237,#ff0000
car,569,224,15.238095238095237,#ff0000
car,571,225,15.238095238095237,#ff0000
car,572,225,15.238095238095237,#ff0000
car,573,226,15.238095238095237,#ff0000
car,574,227,15.238095238095237,#ff0000
car,575,227,15.238095238095237,#ff0000
car,576,227,15.238095238095237,#ff0000
car,576,228,15.238095238095237,#ff0000
car,577,228,15.238095238095237,#ff0000
car,579,229,15.238095238095237,#ff0000
car,579,229,15.238095238095237,#ff0000
car,581,230,15.238095238095237,#ff0000
car,582,230,15.238095238095237,#ff0000
car,583,230,15.238095238095237,#ff0000
car,584,231,15.238095238095237,#ff0000
car,585,231,15.238095238095237,#ff0000
car,585,231,15.238095238095237,#ff0000
car,586,231,15.238095238095237,#ff0000
car,587,232,15.238095238095237,#ff0000
car,588,233,15.238095238095237,#ff0000
car,588,233,15.238095238095237,#ff0000
car,589,234,15.238095238095237,#ff0000
car,591,235,15.238095238095237,#ff0000
car,592,235,15.238095238095237,#ff0000
car,592,236,15.238095238095237,#ff0000
car,593,236,15.238095238095237,#ff0000
